"ChildID","SchoolId","Male","Race","SES","FLunch","Age","time0","time1","time2","time3","time7","time11"
"0015003C",15,1,"White",-0.23,52.38,64,32.8,35,37.53,63.55,144.29,128.32
"0015004C",15,1,"White",-0.35,52.38,61,24.99,30.04,38.1,56.72,82.91,104.84
"0015005C",15,0,"White",-0.74,52.38,62,49.66,86.76,101.27,147.93,174.23,169.27
"0015006C",15,1,"White",0.07,52.38,74,30.95,38.93,40.53,60.86,123.92,147.19
"0015008C",15,0,"White",-0.51,52.38,61,24.5,28.54,24.52,34.7,51.68,66.81
"0015009C",15,0,"White",-0.54,52.38,70,25.39,36.22,42.05,59.43,105.29,130.09
"0015010C",15,1,"White",-0.07,52.38,75,43.45,74.53,97.17,148.15,166.67,163.78
"0015013C",15,1,"White",-0.45,52.38,63,31.3,40.36,52.16,89.17,160.3,182.57
"0015014C",15,0,"White",-0.03,52.38,62,48.88,52.32,52.77,64.79,146.05,174.69
"0015016C",15,1,"White",-0.87,52.38,68,24.82,28.09,33.61,50.57,67.61,80.54
"0015017C",15,1,"White",-1.15,52.38,71,22.83,28.2,30.4,46.49,61.12,84.23
"0015019C",15,0,"White",-0.19,52.38,66,40.68,44.63,47.01,66.76,119.42,120.09
"0015020C",15,0,"White",0.79,52.38,79,49.46,76.16,93.33,146.28,135.1,166.14
"0015021C",15,0,"White",-0.64,52.38,67,23.54,29.17,31.82,48.32,75.18,105.02
"0015022C",15,1,"White",-0.17,52.38,61,25.07,31.22,35.26,49.66,92.83,128.2
"0015023C",15,1,"White",-0.24,52.38,66,23.04,28.07,30.2,47.56,52.81,88.83
"0015025C",15,1,"White",-0.1,52.38,70,29.58,45.33,48.84,59.6,127.38,153.35
"0015026C",15,1,"White",1,52.38,75,32.64,36.09,52.09,62.32,169.26,174.1
"0021001C",21,0,"White",-0.68,42.86,65,33.21,44.16,48.06,88.94,141.07,126.11
"0021002C",21,0,"White",-0.57,42.86,61,33.93,40.76,47.02,76.25,164.14,176.58
"0022001C",22,1,"White",-0.07,16.29,63,26.01,28.53,43.88,66.44,108.3,134.36
"0022002C",22,1,"White",0.48,16.29,71,33.41,48.25,56.02,74.82,117.92,152.22
"0022003C",22,0,"White",-0.38,16.29,69,25.32,38.4,41.8,66.58,126.56,149.05
"0022004C",22,0,"White",-0.22,16.29,63,28.75,31.12,33.78,40.59,67.51,85.06
"0022005C",22,0,"White",1.14,16.29,61,31.96,41.53,46.37,74.29,149.07,181.47
"0022006C",22,1,"White",-0.03,16.29,60,34.24,43.86,46.05,59.69,127.84,127.52
"0022007C",22,1,"White",-0.66,16.29,67,35.24,36.12,38.87,59.69,79.89,89.45
"0022008C",22,0,"White",-0.48,16.29,66,33.54,48.6,48.04,67.24,126.42,147.58
"0022009C",22,1,"White",-0.36,16.29,66,27.73,41.19,48.22,92.66,165.1,197.07
"0022012C",22,1,"White",-0.28,16.29,64,23.55,33.54,36.15,53.28,70.28,106
"0022013C",22,0,"White",0.36,16.29,69,27.88,48,43.15,90.76,163.31,183.6
"0022014C",22,1,"White",-0.12,16.29,62,32.25,47.73,53.55,69.88,150.65,183.99
"0022016C",22,0,"White",0.3,16.29,64,32.75,39.82,40.53,65.13,90.36,126.67
"0022017C",22,0,"White",-0.38,16.29,60,24.8,45.91,47.32,54.9,129.79,165.5
"0022018C",22,1,"White",0.22,16.29,61,34.24,51.15,51.72,105.95,141.54,182.24
"0022019C",22,0,"White",1.09,16.29,61,30.69,41.57,47.83,76.42,150.39,171.43
"0022021C",22,1,"White",0.9,16.29,70,37.24,51.07,55.68,94.11,136.47,174.58
"0022023C",22,0,"White",0.28,16.29,64,34.28,46.66,49.72,69.61,137.7,165.82
"0022024C",22,1,"White",1.86,16.29,62,29.24,46.67,50.78,56,110.37,181.63
"0023001C",23,1,"White",-0.86,29.5,66,24.92,36.07,47.61,64.89,147.78,181.41
"0023002C",23,1,"White",-0.74,29.5,68,26.74,27.43,28.22,41.45,76.7,122.39
"0023003C",23,1,"White",0.1,29.5,70,36.18,51.57,52.21,102.84,131.88,147.71
"0023004C",23,0,"Hispanic",0.67,29.5,68,28.62,47.32,51.48,105.37,126.14,147.94
"0023005C",23,0,"White",0.5,29.5,68,37.27,49.09,50.42,88.85,140,150.29
"0023006C",23,1,"White",-0.37,29.5,64,28.06,33.73,39.02,50.29,84.63,113.94
"0023007C",23,1,"White",0.03,29.5,60,28.55,38.52,45.74,71.84,108.24,136.37
"0023009C",23,1,"Asian",-0.04,29.5,67,30.75,31.74,35.03,64.78,120.01,125.59
"0023010C",23,1,"White",0.95,29.5,71,27.31,37.73,44.23,58.41,95.78,122.4
"0023011C",23,0,"White",-0.32,29.5,70,31.03,46.02,48.47,66.5,123.04,127.93
"0023012C",23,1,"White",0.5,29.5,64,32.06,51.6,49.21,65.65,153.59,165.64
"0023013C",23,0,"White",-0.42,29.5,69,33.36,47.77,47.15,67.96,130.67,144.2
"0023015C",23,1,"White",0.3,29.5,65,33.77,44.61,49.92,65.78,131.33,168.14
"0023016C",23,0,"White",0.53,29.5,61,39.39,55.12,66.98,104.03,172.68,163.78
"0023017C",23,0,"White",-0.11,29.5,63,39.84,53.53,61.51,76.49,169.15,181.47
"0023018C",23,1,"White",0.81,29.5,63,34.43,50.1,52.38,91.75,167.32,189.18
"0023019C",23,0,"White",-0.46,29.5,60,51.6,107.99,132.42,127,166.62,170.03
"0023020C",23,1,"White",0.5,29.5,69,32.17,40.88,43.16,52.42,124.51,148.57
"0023021C",23,0,"White",-0.38,29.5,60,28.94,45.39,55.75,84.71,119.18,151.83
"0023022C",23,0,"White",0.01,29.5,66,37.57,47.45,49.23,65.51,110.58,123.31
"0023023C",23,0,"White",1.14,29.5,67,28.89,40.46,42.29,59.47,137.3,166.14
"0023024C",23,0,"White",-0.67,29.5,61,23.81,26.54,32.33,48.17,76.53,87.67
"0023025C",23,1,"White",-0.74,29.5,59,22.44,30.33,28.17,46.49,62.05,92.64
"0025001C",25,1,"Hispanic",2,16.29,58,32.58,62.23,78.35,130.92,168.64,182.21
"0025002C",25,1,"White",-0.74,36.38,63,23.35,50.99,52.01,75.28,104.97,150.36
"0025003C",25,0,"White",-0.04,29.5,61,39.88,60.38,85.33,99.63,165.89,164.26
"0025005C",25,0,"White",1.17,29.5,71,41.63,63.27,66.07,90.62,128.02,164.88
"0025006C",25,1,"White",-0.9,36.38,68,23.62,38.52,27.96,36.55,67.99,87.77
"0025007C",25,1,"White",-0.22,0,63,27.4,41.95,44.33,46.65,87.44,106.85
"0025011C",25,0,"White",-0.39,1.25,65,26.9,49.42,42.7,61.16,108.52,126
"0025012C",25,1,"White",-0.8,29.01,62,32.31,37.15,48.52,74.29,124.88,137.75
"0025014C",25,0,"White",0.01,4.73,69,37.34,62.43,86.62,117.33,146.25,189.33
"0025016C",25,0,"White",-1.05,36.38,69,36.37,61.28,58.03,93.12,167.21,182.32
"0025017C",25,1,"White",-0.87,31.52,54,26.66,34.74,37.08,42.7,120.7,126.25
"0025019C",25,0,"White",-1.15,36.38,62,31.31,36.88,46.05,79.24,147.56,174.69
"0025020C",25,0,"White",-0.26,36.38,69,34.69,48.8,60.07,87.37,146.12,174.82
"0025021C",25,1,"White",-0.43,19.34,67,34.37,49.09,53.03,88.39,146.48,163.82
"0025022C",25,1,"Hispanic",-0.34,15.36,67,24.84,50.63,49.74,75.67,126.14,126.68
"0025023C",25,1,"White",-1.44,1.25,66,43.38,50.72,54.11,76.25,125.22,134
"0025024C",25,0,"White",-1.03,65.45,62,22.24,40.17,37.33,50.77,70.06,78.82
"0037001C",37,1,"Asian",-0.68,1.25,60,30.71,49.5,52.75,67.1,103.58,150.36
"0037002C",37,1,"Asian",-0.46,36.7,54,34.23,54.29,61.46,72.51,97.4,129.17
"0037003C",37,1,"Hispanic",1.25,4.05,66,30.07,47.03,66.24,96.31,124.49,148.62
"0037004C",37,1,"Black",-0.97,29.93,69,37.81,44.3,46.11,58.87,74.57,88.95
"0037005C",37,0,"Black",-0.79,31.52,56,45.86,65.04,75.61,125.94,125.38,148.78
"0037006C",37,0,"Black",-0.94,25.82,66,29.58,40.79,44.21,50.8,104.62,127.96
"0037008C",37,0,"Black",-1.16,25.82,62,26.95,45.13,39.89,65.26,106.55,119.6
"0037011C",37,1,"White",-0.74,4.73,54,28.63,37.25,35.28,47.88,67.61,76.3
"0037013C",37,0,"Hispanic",-0.93,65.45,59,32.71,39.36,42.33,60.61,103.19,127.25
"0037014C",37,1,"White",-0.23,10.34,55,26.69,42.37,42.89,72.5,92.95,125.47
"0037015C",37,0,"Black",-0.22,56.73,66,28.78,42.92,40.62,69.22,134.02,160.11
"0037016C",37,1,"Black",-0.32,25.82,62,28.56,32.25,39.6,71.02,104.28,126.23
"0037017C",37,1,"Black",-0.73,25.82,56,35.32,49.75,51.68,67.94,143.85,145.74
"0037018C",37,1,"Black",-0.68,31.52,64,30.53,48.7,44.09,86.11,110.69,147.26
"0037019C",37,1,"Black",-0.81,41.22,68,28.24,36.65,41.41,50.86,86.91,104.84
"0037020C",37,1,"Black",-1.24,31.52,64,39.32,43.07,58.22,91.72,122.09,147.77
"0037021C",37,0,"Black",0.18,27.03,59,43.19,58.06,65.79,88.35,164.69,166.47
"0037023C",37,0,"Hispanic",-0.21,44.96,54,29.26,45.84,48.58,84.22,109.15,120.44
"0037025C",37,0,"Black",-0.94,87.7,62,25.24,33.95,40.15,66.23,86.18,104.59
"0040003C",40,0,"White",-0.87,15.36,54,26.48,44.75,51.64,88.39,136.89,188.22
"0040005C",40,1,"White",0.14,4.73,58,37.37,42.31,46.37,75.65,130.61,163.47
"0040007C",40,1,"Black",-0.09,31.52,54,41.47,58.65,86.36,109.16,155.69,181.48
"0040009C",40,0,"White",0.13,0.15,59,33.26,41.88,45.25,74.11,126.09,149.22
"0040010C",40,0,"White",-0.46,4.73,69,46.79,43.69,51.81,102.79,147.75,182.08
"0040011C",40,1,"White",-1.03,65.45,65,34.6,38.41,47.08,79.24,127.03,165.65
"0040012C",40,1,"White",0.18,29.5,64,31.96,45.54,44.35,74.94,146.48,163.82
"0040014C",40,0,"Hispanic",-0.36,12.91,72,41.21,50.35,59.38,101.95,130.08,147.71
"0040015C",40,0,"Hispanic",-0.94,56.73,59,29.34,44.62,46.32,85.12,102.01,150.48
"0040016C",40,0,"Hispanic",-1.12,52.38,70,24.72,29.59,41.78,50.13,125.09,153.15
"0040017C",40,0,"Hispanic",-0.55,17.16,60,33.67,45.83,67.25,88.53,127.23,152.39
"0040018C",40,0,"Hispanic",0.33,0.15,54,44.25,99.62,127.29,129.21,180.63,194.46
"0040019C",40,0,"Hispanic",0.32,4.05,54,24.71,33.88,36.07,75.43,105.58,122.03
"0040020C",40,0,"Hispanic",-0.59,93,54,45.26,70.58,82.96,90.66,117.19,145.13
"0040021C",40,1,"Hispanic",-0.27,29.5,61,25.18,27.89,26.31,32.91,55.69,69.92
"0040022C",40,1,"Hispanic",-0.82,69.39,55,32.65,36.66,36.72,81.69,101.63,125.73
"0040023C",40,0,"Hispanic",-0.93,15.36,59,27.48,37.55,43.26,85.24,126,166.51
"0040024C",40,1,"Hispanic",-1.05,1.25,54,27.35,44.75,38.02,55.15,108.78,134.36
"0044002C",44,1,"White",1.37,2.26,73,42.19,51.77,66.45,105.79,149.85,182.9
"0044004C",44,1,"White",0.97,2.26,70,40.36,91.06,103.36,150.6,167.32,165.75
"0044005C",44,0,"White",1.35,2.26,65,34.47,49.25,57.3,104.64,188.68,197.29
"0044006C",44,1,"White",1.16,2.26,72,58.19,110.92,106.1,154.94,181.31,191.82
"0044007C",44,0,"White",1.33,2.26,68,32.56,38.54,43.53,67.39,105.5,126.22
"0044008C",44,0,"White",-0.12,2.26,67,43.99,59.29,66.48,140.82,184.91,195.81
"0044009C",44,0,"White",0.97,2.26,61,39.35,65.23,63.11,119.54,160.59,181.17
"0044010C",44,1,"Hispanic",2.27,2.26,72,40.81,45.63,49.75,76.45,126.65,171.48
"0044011C",44,1,"White",0.54,2.26,64,31.33,47.58,47.83,74.29,125.81,153.04
"0044012C",44,1,"White",1.2,2.26,65,46.01,52.08,66.39,127.32,168.24,197.07
"0044013C",44,0,"White",0.67,2.26,72,46.94,58.67,66.07,114.3,163.31,180.31
"0044014C",44,0,"White",0.55,2.26,66,48.09,55.52,62.08,141.92,177.52,187.36
"0044015C",44,1,"White",1.02,2.26,61,37.17,43.23,50.67,78.28,148.26,180.49
"0044016C",44,0,"White",0.65,2.26,67,48.72,64.16,88.74,128.55,157.74,181.87
"0044017C",44,0,"White",1.07,2.26,63,32.77,44.65,53.72,79.05,125.6,145.25
"0044020C",44,1,"Hispanic",1.05,2.26,68,32.92,57.92,59.17,99.84,177.02,184.5
"0044021C",44,1,"White",0.47,2.26,62,38.45,47.75,58.08,104.77,112.88,158.4
"0044022C",44,0,"White",1.11,2.26,62,44.68,55.35,62.8,107.61,161.09,164.58
"0044023C",44,0,"White",1.15,2.26,69,46.1,46.77,51.44,87.82,147.56,166.65
"0045002C",45,0,"White",0.08,4.05,68,34.88,41.36,40.59,52.07,124.51,134.96
"0045003C",45,0,"White",0.56,4.05,65,46.79,56.24,49.91,89.08,154.46,168.39
"0045004C",45,0,"White",1.24,4.05,70,28.05,42.16,36.44,75.56,120.37,160.23
"0045005C",45,1,"White",0.45,4.05,71,38.07,46.26,52.35,84.59,152.22,178.98
"0045006C",45,1,"Asian",1.25,4.05,66,32.03,47.39,49.12,75.93,143.88,165.65
"0045007C",45,1,"White",0.39,4.05,64,45.62,51.78,52.91,97.89,179.99,183.52
"0045008C",45,1,"White",-0.21,4.05,59,36.16,51.35,46.03,77.09,102.56,131.82
"0045009C",45,1,"White",0.03,4.05,70,34.55,35.13,37.21,89.14,147.21,161
"0045010C",45,0,"White",0.91,4.05,69,46.55,51.64,52.49,102.51,153.44,168.56
"0045011C",45,0,"White",-0.01,4.05,64,33.26,41.56,42.07,67.91,125.31,132.27
"0045013C",45,1,"Black",1.15,4.05,69,33.06,42.16,45.67,78.39,116.54,167.01
"0045014C",45,0,"White",0.61,4.05,65,44.09,43.92,51.28,66.04,105.53,167.99
"0045015C",45,1,"White",0.65,4.05,65,38.96,50.73,52.51,89.98,158.94,184.51
"0045016C",45,0,"White",0.91,4.05,64,42.4,54.71,65.31,103.83,165.06,164.51
"0045017C",45,1,"White",1.21,4.05,64,49.54,49.5,51.14,117.98,168.24,181.61
"0045018C",45,0,"White",0.76,4.05,64,40.44,51.25,56.1,88.28,166.65,192.45
"0045019C",45,0,"White",0.49,4.05,67,33.69,37.49,44.29,67.6,118.99,127.23
"0045020C",45,1,"White",0.97,4.05,64,48.82,55.31,67.77,122.29,151.47,155.88
"0045021C",45,0,"White",1.1,4.05,64,44.42,47.99,51.55,92.23,142.45,148.18
"0045022C",45,1,"White",1.63,4.05,62,34.41,39.5,51.01,89.61,148.05,167.31
"0045023C",45,0,"White",0.59,4.05,59,41.88,51.89,52.53,86.43,124.8,132.95
"0045024C",45,1,"White",1.33,4.05,67,27,42.32,46.78,71.17,127.75,147.33
"0049002C",49,0,"Asian",-0.65,59.97,65,25.65,46.9,48.26,64.75,105.8,126.85
"0049003C",49,1,"Asian",-0.87,16.29,69,27.1,44.38,41.69,67.38,112.36,132.33
"0049005C",49,0,"White",-0.15,12.91,63,28.16,39.81,45.11,74.84,86.78,109.49
"0049008C",49,1,"White",0.96,0.15,71,80.18,90.6,105.08,120.29,163.55,180.8
"0049010C",49,0,"White",-0.51,46.95,70,25.42,29.17,36.11,51.42,132.45,128.32
"0049012C",49,1,"Hispanic",-0.66,58.26,63,22.5,28.57,29.59,64.28,120.54,139.5
"0049013C",49,1,"Hispanic",-0.14,15.36,71,24.79,35.44,45.11,60.63,125.06,124.03
"0049014C",49,0,"Hispanic",-0.41,29.7,61,24.91,29.69,35.92,63.42,87.61,104.59
"0049015C",49,0,"White",-1,49.23,65,25.42,26.6,29.81,41.84,68.45,93.2
"0049017C",49,1,"White",0.92,2.26,66,33.05,41.69,50.07,60.63,109.34,144.24
"0049018C",49,0,"White",0.7,4.05,63,27.83,35.18,44.8,62.03,121.97,141.6
"0049020C",49,1,"Hispanic",-0.74,56.73,65,21.93,28.09,31.07,48.97,103.04,130.82
"0049021C",49,1,"White",-0.54,38.62,63,23.95,38.7,45,61.65,101.92,101.77
"0053001C",53,1,"Asian",1.16,0.15,69,40.07,42.77,51.5,86.63,168.02,170.2
"0053002C",53,1,"White",1.43,0.15,62,26.76,47.73,45.61,69.91,165.31,193.8
"0053003C",53,1,"White",1.55,0.15,72,53.7,62.55,63.12,89.21,165.37,169.27
"0053005C",53,1,"White",1.31,0.15,69,36.79,46.72,47.4,92.01,143.93,169.75
"0053006C",53,0,"White",1.42,0.15,67,31.22,35.67,41.14,59.32,126.81,167.46
"0053007C",53,1,"White",1.18,0.15,64,48.59,51.79,51.35,83,151.8,178.91
"0053008C",53,0,"White",0.1,0.15,66,47.23,59,64.96,115.3,179.07,183.82
"0053009C",53,0,"White",1.29,0.15,63,48.16,51.13,57.18,120.87,170.43,193.21
"0053010C",53,1,"White",0.96,0.15,66,35.64,44.4,50.69,67.73,123.19,147.06
"0053011C",53,0,"White",1.5,0.15,67,35.13,46.86,47.11,73.13,143.44,174.74
"0053012C",53,1,"White",-0.78,0.15,66,29.27,46.49,47.61,64.37,118.74,163.28
"0053013C",53,1,"White",1.61,0.15,70,46.07,51.64,56.45,125.67,169.5,181.47
"0053014C",53,1,"White",0.81,0.15,65,26.82,36.59,38.04,65.7,125.85,147.35
"0053015C",53,0,"White",0.91,0.15,62,30.32,39.93,48.97,51.99,117.02,136.51
"0053017C",53,0,"White",1.26,0.15,69,36.62,37.28,43.75,55.84,118.32,157.04
"0053018C",53,0,"White",1.09,0.15,71,63.46,75.29,88.15,114.1,165.52,165.75
"0053019C",53,1,"White",2.36,0.15,69,36.99,44.23,50.59,66.4,169.53,184.1
"0053021C",53,0,"White",1.34,0.15,61,33.37,40.94,49.59,67.41,165.26,193.5
"0053022C",53,1,"White",0.28,0.15,64,27.88,35.41,40.95,74.18,139.56,145.95
"0053023C",53,0,"White",0.85,0.15,62,39.91,45.07,51.06,63.96,126.7,164.69
"0053024C",53,0,"White",1.4,0.15,63,35.69,47.56,52.2,73.9,152.24,163.28
"0055003C",55,1,"White",-0.45,4.73,68,55.75,101.29,89.45,112.78,161.6,182.07
"0055004C",55,1,"White",0.51,4.73,64,28.13,30.83,40.42,81.68,126.96,167.73
"0055007C",55,1,"White",-0.24,4.73,71,33.01,41.86,47.75,63.6,125.99,153.07
"0055008C",55,0,"White",0.97,4.73,72,45.23,54.88,56.22,88.46,164.45,191.67
"0055009C",55,1,"White",1.38,4.73,67,50.94,85.1,104.58,139.01,167.26,182.46
"0055010C",55,0,"White",0.18,4.73,65,45.68,53.18,62.59,99.28,160.81,182.43
"0055011C",55,0,"White",-0.72,4.73,66,33.91,38.41,40.5,51.44,106.3,128.93
"0055012C",55,1,"White",-0.73,4.73,71,40.53,42.22,42.98,72.54,142.9,124.61
"0055013C",55,0,"White",-0.28,4.73,66,26.49,32.44,37.51,54.54,100.69,125.52
"0055014C",55,1,"White",0.6,4.73,61,32.08,46.78,50.98,90.29,112.88,152.48
"0055015C",55,1,"White",0.22,4.73,67,29.81,35.57,40.72,59.83,123.19,124.91
"0055016C",55,0,"White",-0.37,4.73,64,34.72,40.01,42.38,76.15,128.43,154.43
"0055018C",55,1,"White",0.99,4.73,65,27.84,41.73,45.82,64.08,127.91,173.21
"0055019C",55,1,"White",0.16,4.73,64,27.86,38.68,43.38,75.68,116.43,127.23
"0055020C",55,0,"White",0.02,4.73,71,35.09,46.92,51.16,74.45,125.45,168.42
"0055021C",55,1,"White",-0.03,4.73,68,36.27,46.43,49.7,72.21,177.4,181.48
"0055022C",55,1,"White",1.38,4.73,71,36.4,50.18,62.61,90.42,139.48,175.87
"0055023C",55,0,"White",-0.26,4.73,64,26.28,32.06,39.1,49.17,91.08,148.91
"0055024C",55,1,"White",-0.1,4.73,72,43.02,48.72,55.13,98.4,147.95,176.4
"0056002C",56,1,"White",0.77,4.05,65,27.76,40.75,43.66,77.34,146.47,180.93
"0056003C",56,0,"White",0.82,4.05,66,35.78,42.3,45.6,80.84,127.71,161
"0056004C",56,0,"White",1.19,0.15,66,38.44,47.6,53.87,90.31,162.76,174.16
"0056005C",56,1,"White",0.17,4.05,74,45.5,48.18,58.68,92.79,150.55,144.73
"0056007C",56,0,"Black",1.68,2.03,68,62.19,66.71,92.74,133.77,154.84,196.24
"0056008C",56,1,"White",-0.04,1.25,72,34.33,60.98,79.29,87.9,88.55,105.36
"0056009C",56,1,"White",0.24,2.26,64,43.81,46.55,57.46,113.27,157.19,180.65
"0056010C",56,0,"White",-0.05,36.38,62,54.02,55.08,88.05,124.88,177.92,193.25
"0056011C",56,1,"White",1.29,4.05,66,44.59,65.9,87.96,108.58,164.66,183.71
"0056013C",56,1,"White",-0.35,40.19,68,26.54,28.33,41.13,65.39,105.62,147.1
"0056014C",56,1,"White",-0.21,10.47,69,37.06,47.17,63.75,104.45,163.27,182.26
"0056015C",56,1,"White",0.35,4.05,66,34,33.06,45.8,75.54,166.69,167.34
"0056017C",56,0,"White",1.62,0.15,65,29.84,44.62,50.13,83.98,125.73,147
"0056019C",56,1,"White",1.29,2.26,67,70.86,71.24,91.92,122.57,145.58,153.96
"0056021C",56,0,"White",1.22,4.05,69,39.11,46.01,55.54,78.57,166.47,193.75
"0056022C",56,1,"White",0.78,4.73,72,30.26,31.36,42.8,67.78,120.19,167.01
"0056023C",56,1,"White",1.89,0.15,75,50.81,56.72,79.51,126.43,174.91,200.27
"0056024C",56,1,"White",0.47,4.05,71,29.08,42.22,50.73,66.83,123.19,145.42
"0057001C",57,1,"White",1.39,2.26,61,32.41,38.21,39.47,60.49,122.29,145.59
"0057002C",57,1,"White",1.18,4.05,62,35.83,39.08,46.31,51.23,126.15,155.99
"0057003C",57,1,"White",0.64,2.26,66,33.86,47.52,51.28,88.14,139.91,165.68
"0057004C",57,0,"White",1.19,4.05,70,40.52,52.02,63.63,104.17,150.24,165.46
"0057005C",57,0,"White",0.86,0.15,71,34.47,36.04,42.7,81.85,149.27,173.24
"0057006C",57,1,"White",1.28,0.15,72,57.6,88.39,96.78,118.21,145.63,160.88
"0057007C",57,0,"White",0.45,4.05,70,34.33,43.98,46.54,69.43,106.7,132.27
"0057008C",57,1,"White",0.96,2.26,72,31.97,37.45,46.13,60.73,153.85,174.16
"0057009C",57,0,"White",1.9,2.26,61,40.12,40.22,51.57,89.21,172.6,188.66
"0057012C",57,1,"White",-0.04,16.29,66,26.04,27.58,33.89,66.59,147.4,129.55
"0057015C",57,0,"White",1.21,4.73,68,35.97,51.76,55.52,105.21,164.64,184.78
"0057016C",57,0,"White",0.41,0.15,65,28.69,37.23,46.82,54.74,151.3,168
"0057018C",57,1,"White",0.45,0.15,71,25.16,32.44,35.43,52.47,147.61,168
"0057019C",57,1,"White",1.82,0.15,70,41.75,38.01,55.53,84.13,144.45,171.63
"0057021C",57,0,"White",0.24,2.26,66,38.54,49.92,53.26,68.9,167.5,177.83
"0057022C",57,1,"White",1.21,2.26,71,44,49.13,54.2,91.91,161.37,164.14
"0057023C",57,1,"White",2.18,0.15,62,35.52,46.08,48.67,88.32,147.89,162.16
"0057024C",57,0,"White",0.5,4.05,61,32.07,37.12,35.26,54.46,101.24,128.86
"0057026C",57,1,"White",0.5,0.15,61,29.12,31.07,34.61,37.98,93.11,122.98
"0083002C",83,1,"Black",0.29,56.73,60,39.18,43.07,55.88,90.76,126.6,181.17
"0083005C",83,0,"Black",-0.46,56.73,64,23.6,33.3,44.59,49.53,89.94,116.02
"0083006C",83,1,"Hispanic",0.03,56.73,66,29.56,41.94,49.86,71.44,109.46,126.39
"0083010C",83,0,"Hispanic",0.09,56.73,61,30.75,49.77,49.14,64.4,109.44,125.63
"0083012C",83,0,"Hispanic",-0.65,56.73,62,25.58,39.35,42.92,51.92,115.3,121.11
"0083017C",83,1,"Black",-0.08,56.73,67,30.53,37.97,41.86,50.52,60,93.02
"0083020C",83,0,"Hispanic",-0.51,56.73,68,25.78,37.74,50.66,65.98,125.72,144.5
"0083021C",83,1,"Hispanic",-0.39,56.73,63,24.93,33.82,33.85,50.07,101.75,145.96
"0083024C",83,0,"Hispanic",-0.74,56.73,69,25.48,32.63,33.42,50.75,106.63,139.32
"0095001C",95,0,"Asian",0.92,25.82,58,46.58,47.04,61.68,103.29,170.75,180.27
"0095002C",95,1,"Hispanic",0.92,25.82,60,46.79,55.09,59,106.73,162.49,173.05
"0095003C",95,1,"Black",2.15,25.82,60,40.68,53.67,58.53,111.95,145.44,181.76
"0095004C",95,1,"White",0.75,25.82,64,35.53,48.03,43.24,76.74,118.1,169.53
"0095005C",95,1,"White",0.91,25.82,58,33.31,47.46,52.81,88.94,154.83,178.77
"0095006C",95,0,"White",0.88,25.82,63,48.39,59.04,66.07,100.98,150.3,185.18
"0095007C",95,1,"White",-0.46,25.82,62,32.59,33.5,38.31,58.64,125.05,136.48
"0095008C",95,1,"Black",-0.16,25.82,62,34.24,36.36,42.07,76.41,122.11,134.38
"0095010C",95,0,"Hispanic",1.01,25.82,68,124.49,110.99,149.59,149.84,167.26,189.81
"0095011C",95,1,"Hispanic",-0.99,25.82,60,24.18,26.37,25.95,41.01,68.43,95.4
"0095012C",95,0,"White",-0.2,25.82,66,34.48,41.62,43.93,78.15,172.82,174.1
"0095013C",95,1,"Black",1.81,25.82,63,44.42,49.13,51.17,106.36,148.26,166.33
"0095015C",95,0,"White",0.27,25.82,65,42.77,59.66,68.44,108.55,139.07,166.73
"0095016C",95,1,"Black",-0.4,25.82,61,46.17,53.68,60.45,89.9,133.75,147.74
"0095017C",95,0,"White",0.04,25.82,59,34.95,45.14,50.02,81.13,116.41,142.94
"0095018C",95,1,"Hispanic",0.29,25.82,62,34.09,44.77,47.89,89.31,146.32,129.55
"0095022C",95,0,"Hispanic",-0.02,25.82,59,54.02,53.51,78.6,133.19,183.4,192.84
"0095023C",95,1,"White",1.29,25.82,66,46.05,93.31,88.93,125.13,124.7,164.16
"0102002C",102,1,"Hispanic",-0.27,69.39,74,25.22,23.99,26.21,35.47,55.52,67.5
"0102004C",102,0,"Hispanic",-1.09,93,61,30.09,34.38,34.88,57.47,86.44,108.24
"0102005C",102,0,"Black",-2.14,93,62,25.69,29.32,30.72,42.79,73.46,125.93
"0102006C",102,1,"Black",-0.78,31.52,54,34.23,45.93,48.5,75.57,107.39,146.59
"0102008C",102,1,"Black",-1.1,25.82,66,26.6,42.19,39.29,46.48,100.31,128.32
"0102009C",102,0,"Black",0.64,19.87,67,42.29,56.44,55.95,75.18,115.52,151.4
"0102010C",102,1,"Black",-0.36,31.52,64,40.91,58.17,60.48,87.61,128.99,164.1
"0102011C",102,1,"Black",-0.31,56.73,66,38.66,48.12,49.85,66.4,117.3,147.07
"0102013C",102,1,"Black",0.13,44.96,59,44.02,65.7,68.17,90.57,124.88,145.51
"0102014C",102,0,"Black",-0.43,31.52,62,31.45,30.26,42.29,47.63,105.96,125.84
"0102015C",102,1,"Black",-0.22,56.73,61,32.4,47.89,50.72,75.69,106.49,147.07
"0102016C",102,1,"Black",0.09,93,57,24.48,29.52,29.75,46.86,65.9,74.12
"0102017C",102,1,"Black",-1.08,93,56,26.34,33.88,34.71,54.36,71.64,105.02
"0102019C",102,1,"Hispanic",1.1,40.19,58,37.28,40.1,37.83,54.42,92.83,131.91
"0102020C",102,1,"Black",-1.14,87.7,67,30.08,34.02,31.87,43.08,73.51,106.25
"0102021C",102,1,"Black",-1.48,25.82,66,28.81,37.24,32.24,43.2,108.93,115.82
"0102022C",102,0,"Black",1.01,38.62,68,31.38,41.32,40.52,62.44,88.03,104.59
