"ChildID","SchoolId","Male","Race","SES","FLunch","Age","time0","time1","time2","time3","time7","time11"
"0330015C",330,0,"White",0.22,17.16,73,51.16,87.05,106.62,129.37,166.38,191.57
"0330016C",330,0,"White",-0.13,17.16,72,31.71,38.58,42.37,82.68,119.62,108.63
"0330017C",330,1,"White",0.17,17.16,74,31.29,44.61,49.44,68.92,126.09,159.1
"0330018C",330,0,"Hispanic",1.52,17.16,64,41.07,49.08,48.74,75.49,128.05,139.26
"0330019C",330,0,"White",-0.01,17.16,67,36.3,54.69,52.34,80.49,145.68,166.84
"0330020C",330,1,"Hispanic",-0.72,17.16,69,28.4,31.34,39.3,59.22,104.09,123.95
"0330021C",330,0,"White",0.12,17.16,65,29.54,49.87,50.68,87.94,146.88,179.81
"0330022C",330,1,"White",0.47,17.16,73,27.85,44.66,46.41,65.03,134.45,145.45
"0330024C",330,0,"White",1.07,17.16,69,24.46,27.58,31.27,40.93,78.9,122.39
"0333001C",333,0,"Asian",1.24,16.59,64,64.76,93.8,110.03,128.45,149.96,173.92
"0333002C",333,1,"White",0.79,16.59,72,42.81,65.42,64.04,105.46,145.95,186.93
"0333003C",333,0,"White",0.35,16.59,68,39.01,39.33,50.18,79.41,124.02,148.57
"0333004C",333,0,"White",0.12,16.59,71,33.33,38.74,46.76,63,145.05,165.25
"0333005C",333,1,"White",-0.66,16.59,75,30.81,33.71,40.71,51.23,76.86,122.79
"0333007C",333,1,"White",-0.12,16.59,74,34.43,39.37,50.37,70.98,126.4,149.71
"0333009C",333,1,"White",0.61,16.59,71,28.09,33.6,37.25,64.37,114.66,164.75
"0333010C",333,0,"White",0.63,16.59,65,30.58,38.29,43.75,73.17,125.74,164.61
"0333011C",333,1,"White",1.1,16.59,66,30.95,29.14,41.47,67.82,124.45,141.69
"0333012C",333,0,"White",-0.05,16.59,66,31.41,35.32,39.89,63.68,117.73,145.51
"0333013C",333,0,"White",1.37,16.59,72,138.51,93.75,160.54,158.17,183.34,192.26
"0333014C",333,0,"White",0.27,16.59,75,44.92,47.17,54.94,105.31,153.05,166.64
"0333015C",333,0,"Black",0.48,16.59,69,32.67,36.42,52.15,106.92,125.67,135.17
"0333016C",333,1,"White",0.98,16.59,71,50.76,76.31,141.82,150.57,180.59,185.04
"0333017C",333,0,"White",0.59,16.59,74,43.24,53.1,64.17,99.83,180.63,183.82
"0333018C",333,1,"Hispanic",0.93,16.59,67,52.96,58.21,53.5,90.8,144.29,184.73
"0333019C",333,1,"White",0.08,16.59,75,32.14,40.15,42.78,64.59,109.68,127.01
"0333021C",333,1,"White",-0.16,16.59,75,35.51,46.44,69.18,106.35,162.87,182.4
"0333022C",333,0,"Asian",0.42,16.59,67,28.01,39.73,46.11,65.52,105.66,148.68
"0334003C",334,1,"White",-0.1,0,69,43.74,52.67,54.35,77,149.06,182.63
"0334006C",334,0,"White",0.6,0,66,37.96,50.62,68.29,84.1,122.95,146.45
"0334007C",334,0,"White",1.63,0,67,45.71,76.03,105.32,130.04,165.57,181.91
"0334008C",334,1,"White",-0.22,0,67,58.29,67.06,101.07,112.03,147.97,166.76
"0334010C",334,1,"White",1.46,0,71,52.86,52.1,66.21,111.76,163.68,182.01
"0334011C",334,0,"White",1.1,0,72,40.72,63.1,93.44,124.9,166.71,191.12
"0334012C",334,0,"Black",-0.23,0,70,31.27,42.29,50.13,79.8,126.1,133.92
"0334014C",334,1,"White",0.16,0,68,28.45,39.83,49.96,72.87,125.64,149.22
"0334015C",334,0,"White",0.03,0,67,31.94,42.83,51.23,73.2,122.57,149.28
"0334021C",334,1,"White",1.09,0,65,46.63,103.77,105.95,143.75,188.47,192.49
"0334022C",334,0,"White",-0.2,0,75,30.2,40.93,44.56,68.08,103.94,144.84
"0334023C",334,0,"Hispanic",-0.26,0,65,26.87,42.5,61.92,71.16,87.77,109.74
"0336005C",336,1,"White",-0.77,59.65,73,25.59,30,42.04,56.4,106.85,116.42
"0336006C",336,0,"White",-0.42,15.36,67,30.38,33.8,42.5,81.05,126.96,148.35
"0336008C",336,1,"White",-0.92,74.93,73,26.75,36.88,50.26,114.95,168.54,183.28
"0336010C",336,1,"Hispanic",-0.64,25.82,64,24.14,33.08,34.9,42.53,91.66,106.47
"0336012C",336,1,"White",-0.88,29.01,75,31.16,48.04,57.91,89.75,146.6,163.78
"0336014C",336,0,"White",-0.38,49.23,71,33.8,32.42,56.6,72.35,125.73,165.65
"0336016C",336,1,"White",-0.93,4.73,71,33.82,40.99,47.07,76.43,125.32,149.71
"0336018C",336,1,"White",-0.93,0.15,72,26.72,36.44,43.89,54.64,95.96,133.09
"0336020C",336,0,"White",-0.7,93,73,31.18,30.89,33.14,42.49,94.09,126.3
"0336021C",336,1,"Hispanic",-0.87,31.52,64,26.74,34,48.98,60.53,145.2,140.88
"0336022C",336,1,"Black",-0.05,49.23,70,50.26,62.75,53.04,86.24,143.59,147.17
"0336024C",336,1,"Hispanic",0.19,13.82,72,43.76,49.87,52.19,77.44,146.2,149.15
"0345002C",345,1,"White",0.9,2.83,68,38.47,49.32,53,76.12,149.33,169.13
"0345003C",345,1,"White",0.26,2.83,67,32.76,39.23,52.07,70.99,106.65,164.25
"0345004C",345,1,"White",-0.1,2.83,67,50.38,80.94,89.77,108.96,142.11,167.13
"0345005C",345,0,"White",0.66,2.83,70,35.94,53.04,61.22,76.28,104.05,138.97
"0345006C",345,0,"White",0.5,2.83,75,47.85,61.83,66.75,98.03,147.48,192.66
"0345008C",345,0,"White",0.29,2.83,75,49.06,50.4,55.44,77.64,132.73,147.45
"0345009C",345,0,"White",0.65,2.83,69,37.09,46.28,52.18,62.82,112.65,164.75
"0345012C",345,1,"White",-0.15,2.83,65,43.86,48.3,62.16,103.88,149.41,168.14
"0345013C",345,0,"White",1.09,2.83,63,49.84,59.31,65.77,101.47,124.01,172.6
"0345014C",345,1,"White",-0.1,2.83,65,42.63,51.51,53.27,69.05,147.29,182.63
"0345015C",345,0,"White",1.61,2.83,71,36.77,44.96,47.23,58,120.29,164.75
"0345016C",345,1,"White",0.37,2.83,69,41.71,50.16,54.38,92.57,154.23,182.18
"0345017C",345,1,"White",2.27,2.83,71,49.96,65.4,103.29,129.69,170.76,180.83
"0345019C",345,1,"White",0.4,2.83,66,35.02,48.26,56.91,75.24,126.27,142.12
"0345020C",345,0,"Hispanic",-0.21,2.83,75,33.76,35.19,41.81,75.61,92.95,105.73
"0345021C",345,1,"White",-0.07,2.83,64,39.3,51.94,58.35,79.65,139.55,126.15
"0345023C",345,1,"White",1.81,2.83,70,36.43,50.23,67.14,100.29,156.08,169.13
"0345025C",345,1,"White",1.81,2.83,70,35.07,42.65,51.8,89.75,142.12,156.32
"0347001C",347,1,"White",-0.47,65.45,67,30.03,39.77,43.98,67.05,84.67,106.26
"0347002C",347,0,"White",-0.74,65.45,75,36.76,59.09,57.64,66.49,125.72,145.23
"0347004C",347,0,"Black",-0.74,65.45,66,36.5,41.03,42.07,58.45,80.89,124.69
"0347005C",347,0,"White",-0.33,65.45,72,31.57,56.16,65.87,85.01,150.58,180.17
"0347006C",347,1,"Hispanic",-0.46,65.45,75,32.65,35.22,37.88,58.85,89.8,105.36
"0347008C",347,1,"Black",0.35,65.45,69,34.93,37.44,42.04,58.23,100.69,126.4
"0347010C",347,0,"White",-0.82,65.45,66,25.78,26.31,29.19,48.26,57.97,66.81
"0347011C",347,1,"Hispanic",-0.96,65.45,78,32.7,45.52,52.19,69.09,148.67,147.97
"0347012C",347,0,"White",-0.71,65.45,78,31.72,39.04,48.87,66.75,107.81,150.03
"0347015C",347,0,"Hispanic",-1.13,65.45,74,24.89,34.22,35.4,58.51,89.68,111.5
"0347016C",347,0,"White",-0.07,65.45,73,32.9,41.45,51.24,74.57,158.18,155.79
"0347018C",347,1,"Black",-0.31,65.45,74,29.14,32.51,40.32,58.98,74.4,145.03
"0347020C",347,0,"White",-1.07,65.45,65,30.61,44.58,48.06,61.39,126.38,145.23
"0347021C",347,0,"Hispanic",-0.31,65.45,69,27.36,32.95,38.99,59.12,109.75,127.99
"0347023C",347,0,"Hispanic",0.23,65.45,74,32.12,38.12,39.65,64.14,96.69,114.44
"0347024C",347,0,"White",-0.62,65.45,67,34.77,36.49,36.23,47.82,59.94,69.92
"0348002C",348,1,"Hispanic",-0.3,49.23,71,29.25,29.8,37.85,65.1,101.34,123.86
"0348004C",348,1,"Black",0.47,49.23,74,34.17,49.6,45.34,69.82,131.03,142.09
"0348005C",348,0,"Black",-0.5,49.23,72,32.05,39.39,38.23,63.3,124.69,129.36
"0348006C",348,1,"Black",-0.34,49.23,64,31.84,48.37,51.35,59.89,118.53,132.13
"0348008C",348,0,"Black",-0.8,49.23,75,43.78,63.5,66.05,104.68,163.42,189.01
"0348009C",348,1,"Hispanic",-0.71,49.23,75,37.44,48.14,45.84,66.75,105.23,166.05
"0348010C",348,0,"Hispanic",-1.38,49.23,67,21.93,24.4,26.41,28.79,56.13,105.23
"0348013C",348,1,"White",-0.38,49.23,73,32.84,46.05,47.31,70.71,125.78,138.81
"0348014C",348,1,"Black",-0.26,49.23,75,33.07,38.34,50.12,78.76,128.8,142.09
"0348016C",348,0,"Black",-0.49,49.23,64,37.49,43.3,49.44,86.39,128.37,146.94
"0348017C",348,0,"Black",-0.34,49.23,66,39.83,51.96,52.78,80.78,126.73,147.72
"0348019C",348,0,"White",-0.28,49.23,72,35.96,44.43,46.11,69.78,122.65,147.67
"0348020C",348,0,"Black",-0.29,49.23,70,34.47,48.34,58.21,96.08,147.06,165.5
"0348022C",348,0,"Hispanic",-1.63,49.23,64,26.72,34.56,36.87,63.52,126.49,153.07
"0348023C",348,0,"Black",-0.9,49.23,68,26.22,40.32,42.28,76.41,127.4,148.29
"0348024C",348,1,"White",-0.67,49.23,64,23.4,25.74,26.75,49.1,78.87,118.2
"0373001C",373,0,"White",-0.41,10.34,66,30.62,39.11,45.1,66.95,87.39,109.49
"0373003C",373,1,"White",-0.03,4.73,72,27.17,48.77,52,64.48,125.15,154.82
"0373004C",373,0,"White",0.24,13.82,64,30.39,51.3,48.33,69.23,121.17,108.18
"0373005C",373,0,"White",-0.37,13.82,64,32.01,50.03,56.22,74.1,124.29,164.84
"0373006C",373,0,"White",-0.59,19.28,69,39.77,40.24,49.94,71.58,126.37,154.85
"0373007C",373,1,"White",0.22,6.86,72,51.15,105.16,109.58,138.4,183.68,192.88
"0373010C",373,0,"White",1.43,0,65,56.12,65.92,78.53,128.75,181.62,193.36
"0373011C",373,0,"White",-0.28,19.34,65,32.06,49.99,57.19,91.2,126.27,148.62
"0373012C",373,0,"White",-0.23,15.38,70,84.77,101.6,105.47,124.82,144.65,171.01
"0373013C",373,1,"White",-0.56,7.46,74,45.68,46,46.2,63.53,132.27,159.74
"0373014C",373,1,"White",0.37,13.82,73,35.28,53.96,58.2,83.72,135.72,167.66
"0373016C",373,0,"White",0.19,10.47,67,37.67,70.93,90.6,110.54,152.94,166.44
"0373017C",373,1,"White",-0.2,13.82,68,24.1,44.64,47.57,66.25,117.89,129
"0373019C",373,0,"White",0.08,0,72,42.87,53.54,61.4,89.94,140.71,160.88
"0373020C",373,0,"White",-0.17,15.38,64,51.42,51.99,59.22,84.86,148.54,165.98
"0373021C",373,1,"White",0.31,13.82,69,44.36,50.39,56.74,77.78,127.1,136.98
"0373022C",373,0,"White",0.12,0,72,28.63,44.45,49.06,71.39,123.23,145.47
"0373024C",373,0,"White",-0.05,10.47,65,46.29,59.43,68.13,92.56,150.88,158.22
"0373025C",373,0,"White",-0.25,15.38,66,39.8,62.2,74.47,104.18,155.34,165.26
"0377001C",377,0,"White",0.15,13.82,69,32.95,39.49,52.64,78.35,157.78,166.63
"0377002C",377,1,"White",-0.54,13.82,63,34.83,43.9,45.3,54.95,91.72,119.83
"0377004C",377,1,"White",0.74,13.82,66,40.04,47.66,52.71,67.27,115.35,165.27
"0377005C",377,0,"White",0.06,13.82,68,45.71,64.93,88.49,128.13,177.75,200.01
"0377006C",377,0,"White",-0.64,13.82,71,38.55,56.83,66.6,77.66,147.21,176.6
"0377007C",377,1,"White",0.57,13.82,72,57.72,88.58,105.37,130.47,149.73,181.25
"0377008C",377,0,"White",0.6,13.82,69,51.61,76.26,90.71,106.44,148.74,157.58
"0377009C",377,0,"White",1.14,13.82,73,35.91,57.38,64.2,73.35,150.94,184.86
"0377010C",377,1,"White",-0.15,13.82,67,39.73,46.84,53.97,91.08,138.43,167.75
"0377011C",377,0,"White",0.43,13.82,69,32.51,41.1,50.37,69.1,144.3,167
"0377013C",377,1,"White",0.53,13.82,69,47,60.07,73.74,96.97,126.52,182.1
"0377015C",377,1,"White",0.2,13.82,74,51.48,53.77,61.24,67.46,124.63,129.09
"0377016C",377,0,"White",-0.28,13.82,61,85.06,98.71,124.8,124.86,165.44,195.04
"0377017C",377,1,"White",-0.43,13.82,71,40.54,49.39,55.71,84.36,129.74,165.3
"0377018C",377,0,"White",-0.82,13.82,61,28.67,34.29,40.25,49.53,82.67,124.3
"0377019C",377,1,"White",-0.35,13.82,68,26.54,35.73,40.37,42.38,138.06,148.89
"0377020C",377,1,"White",-0.64,13.82,67,27.68,41.07,44.66,60.48,106.01,138.03
"0377023C",377,0,"White",-0.16,13.82,64,38.43,54.48,57.83,84.66,142.02,154.58
"0377024C",377,0,"White",0.02,13.82,63,34.06,46.95,47.2,61.55,134.31,167.86
"0377025C",377,0,"White",-0.16,13.82,64,34.87,45.08,53.74,88.19,128.33,147.22
"0377026C",377,0,"White",-0.15,13.82,67,39.01,49.19,54,75.34,126.79,128.82
"0380001C",380,0,"White",0.16,19.34,71,29.97,49.18,54.8,70.11,147.27,155.01
"0380003C",380,1,"White",1.43,19.34,64,38.16,61.25,70.75,89.62,140.75,187.53
"0380004C",380,1,"White",1.64,19.34,65,38.98,57.9,59.6,87.31,168.23,160.59
"0380005C",380,1,"White",-0.45,19.34,65,33.89,44.34,45.95,61.15,132.82,147.49
"0380006C",380,0,"White",-0.3,19.34,68,42.35,51.03,57.59,102.51,168.68,190.67
"0380007C",380,1,"Hispanic",-1.14,19.34,63,34.01,44.46,56.89,66.38,126.63,163.7
"0380010C",380,0,"White",-0.7,19.34,67,30.72,41.08,43.95,66.1,105.53,104.42
"0380011C",380,1,"Asian",0.1,19.34,65,41.25,68.13,86.86,87.43,142.52,147.47
"0380012C",380,0,"White",-0.09,19.34,67,28.67,49.45,51,57.5,104.57,124.47
"0380013C",380,0,"White",1.24,19.34,66,40.1,52.07,60.27,96.6,152.24,168.22
"0380014C",380,0,"White",-0.38,19.34,72,29.38,49.69,48.06,66.15,108.38,147.35
"0380015C",380,1,"White",-0.55,19.34,67,37.96,54.7,59.72,87.47,118.87,174.49
"0380016C",380,0,"Hispanic",-0.4,19.34,65,37.92,50.19,54.4,68.04,146.46,149.24
"0380017C",380,1,"White",1.57,19.34,66,45.02,50.94,55.23,76.39,148.93,181.06
"0380019C",380,0,"White",-0.06,19.34,67,38.93,50.21,52.26,75.25,149.26,166.4
"0380020C",380,1,"White",-0.4,19.34,71,45.62,55.2,66.06,99.92,147.63,173.94
"0380022C",380,0,"White",-0.14,19.34,69,32.31,44.37,58.41,75.31,114.5,125.4
"0380023C",380,0,"White",-0.63,19.34,74,27.06,41.92,50.27,62.18,103.9,127.96
"0387006C",387,0,"Hispanic",-0.72,29.7,70,30.45,40.52,40.18,62.7,90.75,131.91
"0387007C",387,1,"Hispanic",-0.98,29.7,67,25.74,27.18,39.81,51.81,126.6,163.81
"0387008C",387,1,"Hispanic",-0.71,29.7,70,32.58,37.81,45.96,82.83,141.95,166.64
"0387009C",387,0,"Hispanic",-0.33,29.7,65,25.35,25.25,23.92,45.65,85.45,92.45
"0387010C",387,1,"Hispanic",-0.3,29.7,61,24.56,27.64,43.29,74.54,134.97,152.43
"0387016C",387,0,"Hispanic",-0.53,29.7,61,25.7,33.04,33.74,46.09,108.13,121.09
"0388001C",388,1,"Black",0.31,4,71,34.38,42.36,54.68,97.24,132.67,167.12
"0388002C",388,0,"Black",-1.01,65.45,73,31.05,34.39,43.39,58.76,82.55,96.19
"0388004C",388,1,"Black",-0.67,49.23,72,28.25,36.46,43.48,65.58,105.63,147.89
"0388005C",388,0,"Black",-1.28,93,61,24.77,31.79,31.75,37.51,67.99,92.74
"0388006C",388,1,"Black",-1.01,59.97,57,24.08,28.77,34.64,69.21,99.78,97.4799999999999
"0388008C",388,1,"Black",-0.25,0,69,43.78,50.42,77.68,118.45,187.64,202.44
"0388010C",388,1,"Black",-0.68,59.97,67,28.7,32.12,37.02,38.74,67.36,76.89
"0388011C",388,1,"Black",-1.03,25.47,69,33.02,43.43,48.86,66.25,104.97,125.61
"0388012C",388,0,"Black",-0.49,49.23,61,32.36,33.19,36.34,45.81,124.24,139.09
"0388013C",388,0,"Black",-0.61,49.23,67,31.04,35.15,40.64,58.95,110.01,126.92
"0388014C",388,0,"Black",-0.49,49.23,71,35.09,38.42,41.21,51.53,97.98,128.46
"0388015C",388,0,"Black",-0.42,49.23,65,36.84,38.58,42.48,50.61,95.26,138.05
"0388016C",388,0,"Black",-0.63,93,68,23.28,28.3,36.62,55.18,95.13,143.7
"0388018C",388,1,"Black",-0.26,59.97,65,31.03,38.33,44.88,58.34,105.26,130.47
"0388020C",388,0,"Black",-0.68,69.74,67,26.78,32.77,36.54,41.8,64.02,76.61
"0388021C",388,0,"Black",-0.56,49.23,71,30.33,38.75,41.89,66.55,120.55,147.67
"0388022C",388,0,"Black",-0.75,58.26,64,33.01,41.07,48.03,66.13,109.44,119.42
"0388023C",388,0,"Black",-1.02,59.97,61,30.08,32.53,45.45,55.33,93.92,145.65
"0388025C",388,1,"Black",-1.01,59.97,67,25.98,28.47,31.83,44.56,92.72,145.78
"0400001C",400,1,"Asian",0.3,6.86,66,33.45,31.64,28.95,42.07,96,125.2
"0400002C",400,0,"Asian",-0.12,6.86,72,30.07,42.32,46.8,60.68,144.51,146.18
"0400003C",400,0,"Asian",1.82,6.86,67,24.74,39.08,42.59,54.49,104.96,148.96
"0400004C",400,0,"Asian",0.41,6.86,72,37.61,47.39,62.91,82.62,138.36,152.82
"0400005C",400,0,"Asian",0.51,6.86,72,41.21,48.78,68.3,88.13,128.52,183.49
"0400006C",400,1,"Asian",1.33,6.86,66,47.78,63.18,90.8,124.58,165.74,173.78
"0400008C",400,0,"Asian",0.29,6.86,70,39.81,54.16,66.39,78.95,146.06,178.31
"0400009C",400,1,"Asian",0.58,6.86,75,40.07,37.18,51,87.24,164.82,191.34
"0400010C",400,1,"White",0.62,6.86,66,30.91,41.8,51.58,66.04,120.34,150.77
"0400011C",400,0,"White",0.32,6.86,72,29.35,39.52,46.75,64.08,124.89,174.41
"0400012C",400,0,"White",-0.55,6.86,64,37.49,40.05,48.47,76.69,128.29,146.67
"0400013C",400,1,"White",0.85,6.86,61,30.57,29.08,37.25,63.27,89.53,127.47
"0400014C",400,0,"White",0.12,6.86,65,47.6,76.01,101.41,125.68,162.03,183.28
"0400015C",400,1,"White",0.83,6.86,70,32.59,32.44,45.9,67.68,97.14,147.12
"0400017C",400,0,"White",0.09,6.86,72,30.07,43.32,62.37,90.86,145.37,153.16
"0400018C",400,1,"Hispanic",-0.71,6.86,72,43.02,46.28,57.2,63.1,151.66,147.97
"0400020C",400,1,"Hispanic",-0.75,6.86,65,29.85,29.7,34.84,42.55,115.52,127.67
"0400022C",400,0,"White",0.44,6.86,65,50.73,56.45,70.86,106.47,151.5,182.18
"0400024C",400,1,"Hispanic",-0.23,6.86,63,29.7,36.84,44.61,60.97,106.52,143.45
"0400025C",400,0,"White",0.09,6.86,69,39.45,46.75,52.87,71.95,123.67,146.76
"0401001C",401,0,"White",1.66,1.14,63,37.07,51,57.42,77.86,139.61,147.22
"0401002C",401,0,"White",1.83,1.14,69,50.22,59.01,65.75,76.63,176.77,195.23
"0401003C",401,1,"White",1.32,1.14,70,43.15,60.37,59.58,98.42,146.08,173.15
"0401004C",401,1,"Asian",1.88,1.14,69,54.98,80.58,82.95,103.48,162.49,181.41
"0401005C",401,1,"White",1.63,1.14,67,43.76,105.85,123.41,147.87,180.87,182.59
"0401006C",401,1,"White",0.63,1.14,72,40.91,52.04,56.9,105.32,156.3,186.83
"0401007C",401,0,"White",1.05,1.14,68,33.71,51.11,53.8,87.4799999999999,124.7,158.26
"0401009C",401,1,"White",0.38,1.14,64,30.32,41.32,53.09,59.12,96.25,113.15
"0401010C",401,1,"Hispanic",1.77,1.14,67,39.29,47.59,52.35,68.59,145.43,149.79
"0401012C",401,1,"White",1.25,1.14,63,41.07,49.1,53.05,90.6,147.7,182.92
"0401014C",401,0,"White",0.18,1.14,69,46.25,49.7,50.23,84.58,139.69,149.86
"0401015C",401,1,"White",2.25,1.14,67,32.85,43.97,46.93,54.41,94.56,123.94
"0401016C",401,0,"White",1.87,1.14,63,48.39,67.42,86.81,126.82,152.84,184.29
"0401017C",401,1,"White",0.54,1.14,66,35.45,42.46,44.66,76.08,126.8,132.4
"0401019C",401,0,"White",1.41,1.14,71,48.38,54.85,67.26,112.61,180.87,195.23
"0401020C",401,0,"White",2.41,1.14,66,45.26,57.39,58.39,82.08,164.88,191.92
"0401021C",401,0,"White",0.76,1.14,62,52.67,101.85,135.4,139.19,182.05,184.01
"0401022C",401,0,"White",0.36,1.14,73,45.27,43.44,49.94,66.1,117.03,149.28
"0401024C",401,0,"White",0.38,1.14,71,36.04,53.57,65.87,105.46,173.05,167.71
"0401025C",401,0,"White",1.66,1.14,63,45.96,50.52,66.05,107.71,180.63,192.65
"0403001C",403,0,"Asian",0.8,6.86,71,121.86,156.85,151.94,171.8,175.3,179.41
"0403003C",403,1,"Asian",0.09,6.86,67,45.85,52.94,63.69,89,119.86,146.81
"0403004C",403,1,"Hispanic",-0.14,1.25,67,30.78,38.07,42.26,59.91,109.69,105.3
"0403007C",403,1,"Black",-4.18,93,66,29.6,31.27,30.95,57.17,87.34,127.12
"0403009C",403,0,"Hispanic",-0.15,15.38,64,39.98,45.03,46.89,93.15,165.89,176.8
"0403010C",403,1,"White",0.5,1.25,67,26.93,42.96,46.24,83.6,137.78,166.05
"0403013C",403,1,"White",-0.69,20.43,70,59.45,46.2,59.08,78.17,84.79,106.15
"0403014C",403,1,"White",0.36,1.14,69,32.98,46.84,48.28,73.85,105.66,119.38
"0403015C",403,1,"Hispanic",1.05,13.82,62,32.79,41.24,50.36,66.84,123.9,155.11
"0403016C",403,1,"Hispanic",0.07,4.73,61,31.31,42.52,42.23,65.47,84.5,117.69
"0403017C",403,0,"White",-0.24,19.34,61,32.82,46.71,52.97,77.66,121.93,166.16
"0403019C",403,1,"Asian",0.78,6.86,67,33.39,44.21,43.66,75.39,137.51,148.71
"0403020C",403,0,"White",0.48,10.47,63,51.82,82.8,94.71,124.91,168.57,180.09
"0403021C",403,1,"Asian",0.28,6.86,68,35.98,42.8,46.76,108.21,169.22,152.68
"0403022C",403,0,"White",0.65,1.14,63,39.91,49.63,51.83,86.49,152.36,181.12
"0403024C",403,1,"White",0.33,38.62,67,25.85,43,46.3,74.24,106.75,109.93
"0414001C",414,0,"White",1.07,10.47,66,35.74,41.69,39.73,75.73,163.22,170.02
"0414002C",414,1,"White",0.4,10.47,68,33.31,44.97,49.24,89.61,149.11,171.7
"0414003C",414,0,"White",0,10.47,72,39.12,50.91,58.51,87.65,124.7,153.12
"0414004C",414,1,"Hispanic",-0.25,10.47,70,35.99,48,54.57,92.93,127.46,157.67
"0414005C",414,0,"Hispanic",0.12,10.47,68,40.77,51.22,64.2,102.5,167.03,180.93
"0414006C",414,1,"White",0.17,10.47,63,33.29,51.3,47.64,74.94,130.66,175.44
"0414007C",414,0,"White",-0.48,10.47,70,34.27,46.6,47.84,60.2,124.95,137.07
"0414008C",414,0,"White",-0.45,10.47,72,35.51,43.65,60.61,100.08,122.11,145.42
"0414009C",414,0,"White",-0.2,10.47,69,32.78,42.28,44.09,73.57,146.5,162.09
"0414010C",414,1,"White",-0.38,10.47,64,37.67,70.8,87.64,105.12,147.94,164.93
"0414011C",414,0,"Hispanic",0.15,10.47,72,40.61,48.16,57.66,87.67,159.29,151.95
"0414012C",414,0,"White",0.97,10.47,70,34.53,52.28,57.48,103.18,151.47,163.73
"0414013C",414,0,"White",-0.53,10.47,72,41.56,51.56,57.22,85.1,111.87,158.4
"0414014C",414,1,"Hispanic",1.08,10.47,71,35.51,45.02,56.93,75.95,127.45,164.79
"0414016C",414,0,"White",0.19,10.47,72,43.15,47.47,59.25,82.31,148.41,163.19
"0414017C",414,0,"White",0.09,10.47,62,26.86,38.79,46.69,64.99,104.34,129.45
"0414018C",414,1,"White",-0.28,10.47,65,32.01,44.53,61.6,88.6,140.75,162.67
"0414019C",414,0,"White",-0.71,10.47,71,33.18,48.89,47.51,72.97,130.56,131.17
"0414020C",414,0,"White",0.5,10.47,65,35.36,48.01,55.27,105.76,141.76,147.26
"0414021C",414,0,"White",-0.02,10.47,64,41.64,55.29,60.38,90.87,147.94,158.67
"0414022C",414,0,"White",-0.39,10.47,65,27.73,45.17,56.33,88.74,105.6,143.93
"0414023C",414,0,"White",-0.23,10.47,66,37.12,52.16,52.13,94.69,150.02,151.87
"0414024C",414,1,"Hispanic",-0.91,10.47,72,26.49,35.11,37.85,42.88,89.04,109.35
"0439001C",439,1,"Asian",1.32,4.4,68,107.07,91.83,123.29,172.79,171.55,189.81
"0439003C",439,0,"White",-0.68,29.7,79,29.85,34.78,33.87,41.06,89.8,109.35
"0439004C",439,0,"White",0.23,19.34,68,34.03,41.3,55.65,70.17,130.43,167.32
"0439006C",439,1,"White",0.93,16.59,68,39.34,51.87,61.68,76.63,152.98,155.52
"0439008C",439,1,"White",0.91,15.36,62,34.74,42.63,55.57,75.76,126.93,132.4
"0439009C",439,1,"White",0.88,8.12,66,49.81,51.21,57.5,99.68,163.72,181.41
"0439010C",439,0,"White",0.97,16.59,71,35.46,52.15,51.46,75.35,147.29,164.82
"0439011C",439,1,"White",0.5,15.38,67,32.88,43.32,44.94,62.51,106.21,127.19
"0439012C",439,1,"White",0.12,10.47,72,46.55,48.57,56.48,121.95,172.33,180.87
"0439013C",439,1,"White",0.48,15.38,70,34.8,40.95,52.06,89.06,150.03,175.26
"0439015C",439,0,"White",0.49,15.38,69,33.93,41.84,48.5,76.59,166.87,168.58
"0439017C",439,1,"White",0.31,15.38,72,47.83,72.51,90.97,126.56,161.92,175.08
"0439018C",439,0,"White",0.94,8.12,64,40.73,51.2,60.02,102.11,149.32,171.7
"0439019C",439,0,"White",0.14,10.47,64,42.8,48.38,55.13,92.15,142.46,153.16
"0439023C",439,1,"White",0.75,15.38,63,40.91,48.45,52.51,85.02,148.1,168.23
"0440002C",440,0,"Asian",-0.54,15.38,67,34.91,46.14,46.18,79.36,125.78,171.78
"0440004C",440,0,"Asian",-0.06,15.38,62,25.08,31.15,39.98,65.75,118.63,130.03
"0440006C",440,1,"Asian",-0.02,15.38,68,32.88,43.22,49.59,64.76,104.58,143.93
"0440007C",440,1,"White",0.51,15.38,70,77.76,95.42,86.28,134.13,167.7,167.03
"0440008C",440,0,"White",0.73,15.38,72,45.28,59.01,65.4,92.64,165.65,181.74
"0440009C",440,0,"White",-0.38,15.38,64,34.83,43.36,49.5,85.95,148.77,173.12
"0440012C",440,0,"White",0.48,15.38,68,39.01,45.61,46.74,58.48,126.97,126.02
"0440013C",440,0,"White",0.63,15.38,61,41.43,45.5,49.38,66.36,139.83,148.58
"0440017C",440,0,"White",0.16,15.38,70,39.95,45.7,42.08,66.75,126.02,146.63
"0440018C",440,1,"White",-0.02,15.38,71,32.46,42.65,49.39,87.01,145.56,165.99
"0440019C",440,1,"White",0.67,15.38,70,31.11,39.02,41.17,52.71,105.34,122.56
