"ChildID","SchoolId","Male","Race","SES","FLunch","Age","time0","time1","time2","time3","time7","time11"
10000163,1923,1,"White",0.0322,57,72.9,62.6752,80.6646,87.5046,120.9641,142.4724,156.8126
10000166,1494,0,"White",-0.689,63,61.1,51.8962,82.7726,74.2015,108.0564,119.5017,154.4961
10000168,2297,0,"White",0.0882,9,65.13,63.6136,79.4098,90.0997,108.2774,134.9391,144.8847
10000170,1319,1,"Asian",-2.33,1,68,54.1633,62.0424,70.7656,82.4581999999999,112.9208,150.6401
10000173,2163,0,"White",1.316,3,69.27,50.3095,62.5262,64.2205,94.6971,117.2719,145.9604
10000201,1436,0,"White",1.076,7,62.67,46.599,70.8531,73.4592,103.9998,124.3558,146.7027
10000208,1876,1,"Hispanic",-0.508,87,63.27,35.6722,39.5377,50.8513,48.8732,88.328,126.9452
10000209,1868,0,"Hispanic",0.8272,59,61.37,54.7046,80.7269,107.739,115.3121,119.2959,141.0421
10000212,1305,0,"Asian",1.1,15,69.83,67.4024,73.8775,93.8639,98.8949,134.5807,155.232
10000214,1016,0,"White",0.8916,2,68.83,56.1629,68.5548,70.5128,90.3875999999999,120.2118,133.2562
10000226,1820,0,"Hispanic",-0.316,38,60.17,51.5345,65.7398,66.2114,106.579,135.7136,150.2837
10000227,1187,0,"Black",-0.849,48,61.23,37.8076,42.7485,49.6191,52.382,75.0298,73.6493
10000228,2136,1,"Hispanic",-1.17,100,60.13,39.6083,47.2566,41.5407,57.5168,82.2423,106.3586
10000230,1016,0,"White",1.335,2,65.83,60.2453,70.0204,71.7501,88.9116,126.5141,150.5895
10000231,1553,1,"Hispanic",0.0927,40,68.67,49.2651,57.9105,53.7276,74.0552,106.1961,121.9189
10000232,2276,1,"White",0.716,39,66.7,60.4143,73.06,77.8013,87.8707,144.9257,152.8447
10000233,2281,1,"White",-0.939,52,68.67,49.3946,68.0955,70.5866,93.275,108.5527,123.1123
10000238,1535,1,"Hispanic",-0.849,81,62.43,44.9462,64.5147,70.4241,86.4639,120.8361,142.3839
10000240,1256,0,"White",0.4746,22,60.47,53.7316,69.3784,74.6305,103.4312,118.57,150.1345
10000241,1797,1,"White",0.423,31,73.07,110.5522,119.0407,130.26,129.9487,149.7509,158.2407
10000242,2304,1,"Hispanic",0.2056,100,62.97,45.4566,52.2525,63.1764,77.0505,107.1689,108.7746
10000243,1858,0,"Hispanic",-0.023,43,67.2,52.0882,61.1579,59.4856,94.293,130.3834,142.8999
10000245,2186,1,"White",-0.117,24,66.9,55.877,68.8386,60.8349,75.7025,107.4159,115.2155
10000248,1906,0,"White",-0.626,100,66.7,54.5139,83.9648,93.7957,114.1058,128.9942,150.6401
10000256,1584,1,"Hispanic",-0.164,40,60.37,39.7309,58.5835,71.1699,105.5153,122.0934,133.32
10000262,1615,1,"White",0.6481,8,63.2,54.9442,63.5563,69.68,99.0756,140.3836,143.8925
10000267,2087,0,"Hispanic",-1.35,95,75.4,53.7265,62.4288,65.0624,76.8772,98.1809,103.4396
10000280,2083,1,"White",1.046,42,68.6,52.3359,65.8098,94.3892,117.8428,135.3231,150.0953
10000281,1066,1,"Hispanic",-0.565,100,67.83,56.3899,70.4823,73.0885,87.3121,128.0281,142.5064
10000282,1555,1,"Hispanic",-0.884,100,69.6,46.2748,67.7824,70.7348,72.1181,105.9908,127.3339
10000285,2050,0,"Hispanic",-1.06,84,55.53,39.419,67.2853,70.7169,81.7632,104.6154,109.873
10000286,2163,1,"Asian",1.67,3,64.3,55.3993,71.1909,87.6935,118.1321,147.1222,155.9574
10000287,1438,1,"Black",-0.515,29,57.63,45.2103,53.007,65.4967,82.7422,109.3297,137.0742
10000294,1979,1,"Hispanic",-1,72,61.6,34.3437,55.2691,55.3113,86.3552,105.5018,140.006
10000295,1332,0,"Hispanic",-0.983,90,66.33,53.0987,62.7228,62.0475,75.7248,101.7844,126.2753
10000296,2093,1,"Hispanic",0.3777,42,59.13,40.2998,46.7174,54.3084,65.448,109.0228,115.735
10000300,1735,0,"Asian",0.3655,23,68.77,41.4649,45.3162,49.2257,61.01,81.1283,101.1574
10000301,1566,0,"White",1.409,8,62.23,72.5117,72.8053,76.23,101.8781,127.841,130.9046
10000306,1152,1,"Hispanic",-1.61,73,81.1,48.1443,73.41,82.7309,96.1682,111.9497,146.2787
10000313,1919,1,"White",1.252,19,73.4,61.1402,81.0063,90.1597,118.501,140.7603,158.527
10000316,1499,1,"Hispanic",-0.935,91,66.7,43.7376,64.2358,70.0278,75.9296,112.4879,128.9698
10000317,1309,0,"Black",0.1012,79,69.3,57.0806,75.1919,113.1121,120.5997,127.9006,151.7797
10000325,2186,1,"White",-0.53,24,65.9,53.613,67.977,67.2017,95.4009,125.7323,139.9491
10000333,1563,0,"White",-0.226,4,65.07,48.4025,62.7281,68.3021,81.9091,119.6928,144.472
10000335,1681,1,"Hispanic",-1.24,80,68.07,39.7979,58.2164,56.8763,58.6981,85.5475,110.4083
10000337,1843,0,"Hispanic",-0.376,77,63.97,55.4195,62.5262,70.1675,79.4455,116.5953,126.1277
10000348,1570,1,"Hispanic",-0.555,96,66.63,42.002,55.9705,64.2568,93.5914,118.4295,137.3506
10000352,1584,0,"Hispanic",-1.78,40,68.37,43.8379,66.944,70.523,87.157,125.3862,119.4429
10000355,1832,0,"Hispanic",-0.825,100,58.47,52.8374,76.7281,87.8584,99.0707,128.1328,140.6028
10000357,2091,1,"White",1.296,24,70.43,54.9834,70.7092,77.6477,91.6803,113.151,122.9191
10000361,1631,0,"Hispanic",-1.13,100,68.6,52.2429,65.3974,77.2955,92.8703,120.3148,130.9965
10000369,1908,1,"White",0.3266,73,68.3,59.3087,72.6008,100.2138,108.1048,145.0836,155.7586
10000376,2202,0,"Black",-0.922,88,76.2,54.2362,63.7995,62.8041,86.5365,109.0408,126.4996
10000379,1171,1,"Hispanic",-0.582,76,71.37,54.6351,32.5794,65.8511,64.8408,107.6496,122.3498
10000384,1208,0,"White",-1.1,100,58.7,51.827,55.2182,60.1538,87.7182,109.994,111.3725
10000392,1678,0,"White",0.628,4,61.53,42.8355,56.2595,60.4374,83.1497,96.4153,114.6142
10000398,1446,0,"Asian",0.6506,9,68.87,58.589,63.2199,65.0048,79.6854,119.2519,133.6459
10000401,1006,1,"Hispanic",-1.1,78,68.03,38.767,45.3542,48.7984,68.492,79.0887,114.1322
10000418,2215,0,"Hispanic",-0.856,82,58.63,44.4196,51.1108,61.6194,76.1004,104.275,117.3012
10000422,1407,0,"White",-0.696,4,62.97,52.7253,70.5993,67.1775,101.696,135.6932,156.6788
10000425,1510,1,"White",-0.179,42,63.87,45.8939,68.3691,63.2634,84.7044,115.8203,108.3214
10000429,1033,0,"Asian",0.0742,20,59.77,57.3725,88.0153,96.6923,104.6658,126.8872,135.461
10000434,1361,0,"Hispanic",-0.109,100,69.77,60.3649,81.165,102.6104,99.5171,143.8881,153.6468
10000441,1293,0,"White",-0.094,14,64.2,68.4687,84.9909,106.9306,126.4441,135.2801,150.4506
10000447,1297,1,"White",-0.485,70,66.53,44.8093,69.8397,75.2731,99.1148,120.2791,123.7963
10000452,2016,0,"White",0.2238,51,75.5,66.4756,88.6434,98.6221,121.0951,135.9667,153.6988
10000454,1726,1,"Hispanic",-1.89,65,64.6,40.3926,44.4466,51.7494,55.7759,80.7274,103.5082
10000458,1788,1,"Hispanic",-1.03,88,61.53,57.0246,64.7681,75.8558,98.423,125.6052,134.2885
10000467,1407,0,"Asian",0.2134,4,69.1,107.0213,95.3497,117.2083,117.3442,142.1688,147.9017
10000470,2008,0,"Black",0.1642,33,67.13,59.5191,71.5523,92.4459,111.0302,134.0846,153.5988
10000471,1355,1,"White",-0.346,54,65.4,48.3278,64.8802,69.5676,83.5137,117.7258,141.5921
10000479,1687,0,"Hispanic",-0.848,71,58.03,43.1189,56.3625,62.0458,74.9188,92.6221,108.5967
10000481,1954,0,"White",0.9393,62,65.73,56.7331,77.0639,75.5565,105.5574,128.0466,148.165
10000483,1016,1,"White",0.2566,2,62.27,60.4916,72.7969,76.3178,102.1063,121.3638,137.0076
10000486,1292,1,"Hispanic",-0.401,34,64.87,42.705,52.7399,56.1723,61.2697,103.2173,124.161
10000487,1088,0,"Asian",1.165,9,61.93,74.524,76.6456,102.5797,104.8592,133.5843,149.0887
10000488,1082,0,"White",0.3993,36,63.57,58.913,81.6811,99.4679,108.1534,140.314,155.0776
10000489,2086,0,"Asian",-0.479,88,71.4,41.623,74.5665,71.2144,79.0439,106.9126,120.3421
10000493,1682,0,"Hispanic",-1.28,68,62.33,47.2318,65.519,71.6537,98.8558,106.8103,126.6157
10000498,1256,0,"White",0.6214,22,60.23,54.7465,76.3211,89.4475,108.9591,134.077,153.4348
10000499,1238,0,"White",0.7221,10,69.97,60.9861,95.294,110.9587,126.4947,146.8487,157.2197
10000507,1326,1,"White",0.3388,17,69.13,52.7389,67.8411,71.8334,95.9287,118.614,137.3613
10000508,1976,1,"White",-0.584,42,75.67,54.3577,62.9947,82.9285,103.7202,106.8811,129.7175
10000511,1292,1,"White",-0.673,34,72.8,50.4631,64.2817,72.8588,82.6664,102.8498,114.6515
10000514,2188,1,"White",-0.159,47,64.5,60.6883,68.5735,79.6316,101.7719,121.7255,147.9313
10000519,1564,1,"White",0.8932,3,69.03,51.1902,72.1591,95.662,115.0703,143.6797,153.1385
10000526,1333,0,"White",0.9924,7,63.23,52.735,65.9463,66.2072,71.33,95.4717,113.2538
10000531,1499,1,"Hispanic",-0.653,91,68.9,56.5166,76.8241,93.1443,104.9168,124.1778,145.4501
10000532,1640,0,"Hispanic",-0.962,71,66,39.4649,65.8635,70.4849,107.2351,134.1781,140.4596
10000534,1590,0,"White",0.14,26,73.37,66.0691,73.2143,89.3205,99.9611,110.5561,146.3892
10000536,1433,1,"Hispanic",1.177,59,65.4,69.3663,82.9552,82.3073,101.3179,130.3371,133.5496
10000537,1564,0,"Asian",1.215,3,68.1,94.6051,100.2783,112.2176,118.6146,142.9761,154.8879
10000538,1793,0,"Hispanic",-0.751,98,65.3,37.2875,49.913,57.3116,65.9256,109.2875,111.5987
10000539,2115,1,"Hispanic",-0.828,83,63.03,53.2373,68.8741,86.8399,106.2498,117.4161,151.1245
10000542,2050,1,"Asian",-0.857,84,60.5,42.4695,55.6074,58.5835,86.3552,102.3953,128.4322
10000551,1309,0,"Asian",-0.016,79,72.7,53.3539,74.7497,91.0153,111.8135,134.0674,153.5988
10000554,1555,0,"Hispanic",-0.728,100,63.77,50.1067,69.788,78.3705,97.8817,104.5018,122.3813
10000559,1187,0,"White",1.614,48,66.43,59.8572,72.78,72.5507,99.4925,121.4017,133.8359
10000567,1568,1,"White",0.5844,23,61.27,59.544,64.6722,80.5548,96.4084999999999,126.5141,125.8364
10000586,1925,1,"White",-1.3,80,64.3,52.2553,71.2485,72.3099,101.3783,127.4907,142.9045
10000611,1700,0,"Hispanic",-0.586,82,72.7,45.6592,67.3515,70.3887,90.937,125.6719,139.9491
10000615,1681,1,"Hispanic",-0.154,80,65,45.6152,53.9514,60.61,63.8818,108.4729,129.1022
10000620,1543,0,"White",1.082,7,70.27,55.3558,67.0266,90.1898,107.2137,123.9242,138.8752
10000623,1964,0,"White",-0.082,29,64.13,53.854,67.9975,82.0478,102.7432,128.7575,144.0218
10000625,2115,1,"Hispanic",-0.507,83,63.23,48.9394,54.7766,56.9998,80.6756,124.5776,138.782
10000630,1940,0,"Hispanic",-1.07,54,69.27,71.2695,94.8078,123.2523,122.0517,148.6226,149.2315
10000631,1094,0,"Asian",-0.263,76,61.73,47.312,69.9831,85.184,93.3743,106.2881,135.6543
10000634,1756,0,"White",0.8931,3,70.9,60.6475,71.1778,85.3578,107.8841,123.0577,149.6561
10000651,2219,0,"Hispanic",-1.4,93,70.7,51.2295,70.556,72.7603,84.353,115.5645,112.6539
10000656,2006,1,"White",0.5536,100,74.47,59.2569,73.0231,84.2713,109.1111,131.0663,133.3606
10000661,2059,0,"White",-0.088,68,67.3,52.7165,66.2472,72.679,93.8457,135.1473,137.666
10000664,1297,1,"White",0.7991,70,67.9,48.8864,67.8501,76.9038,104.9639,114.2108,146.6975
10000667,2316,1,"White",1.068,23,64.17,61.1595,76.738,88.2018,106.2074,145.6197,158.4363
10000673,1832,1,"Hispanic",-0.616,100,68.2,43.2182,60.2147,63.3983,79.4991,100.3495,115.9972
10000675,1647,1,"White",0.5773,69,72.73,49.8207,67.5715,74.2314,87.3735,124.7324,129.2589
10000684,1938,0,"Hispanic",-2.07,70,62.97,40.5729,57.098,62.3128,75.9328,102.1043,109.7299
10000686,1563,0,"White",0.046,4,63.5,44.0794,63.9307,70.3584,86.9982,128.139,137.0976
10000690,2163,1,"Hispanic",-0.624,3,68.2,55.6994,93.664,114.2794,124.3142,133.0372,155.7317
10000694,1874,0,"Black",-1.28,83,70.23,51.1332,56.0484,70.8145,64.892,83.0004,103.7675
10000697,1966,1,"White",-0.554,100,73.9,49.1364,53.6859,62.5489,77.7057,106.1218,113.9815
10000711,1817,1,"Hispanic",-1.12,83,65.17,38.0515,53.8233,54.498,52.8746,75.1433,84.5027
10000714,1976,0,"White",0.2775,42,71.47,59.6467,71.4065,71.1177,95.69,110.1596,126.3169
10000716,2174,0,"White",-0.117,10,72.4,72.2248,92.5038,103.4879,112.8561,150.5937,148.0821
10000719,1302,0,"White",1.371,0,61.27,71.8011,98.2873,95.5313,115.6667,149.1844,153.0451
10000720,1438,1,"Black",-0.58,29,56.9,38.8091,46.9798,51.193,63.0827,112.6498,150.4804
10000729,1735,0,"Asian",0.2262,23,65.67,63.9044,79.8436,98.5881,112.8895,129.8005,144.7398
10000730,1854,0,"Hispanic",-0.244,68,70.6,53.3748,72.9918,82.0365,106.5737,126.6551,147.7495
10000733,1678,0,"White",0.9663,4,70.27,58.7133,63.5914,66.3886,89.1473,116.7372,128.6717
10000734,1372,0,"Black",1.207,38,65.57,50.8001,58.0494,73.2717,97.8432,117.017,125.2777
10000736,2132,0,"White",-0.869,80,71.57,72.6287,100.2932,102.5032,103.8133,119.212,139.0815
10000744,2125,1,"Hispanic",-0.474,62,62.87,58.7356,77.5831,86.0743,94.4718,135.2764,149.3264
10000745,1243,0,"Black",-0.3,48,68.6,41.2964,60.8603,63.0539,82.296,96.4781,106.3018
10000746,2059,1,"White",-0.479,68,77.07,41.623,63.4514,70.2226,79.3848,103.5348,128.7187
10000747,1427,0,"White",1.799,12,75.47,53.1422,69.6677,66.7257,83.7832,117.732,131.613
10000750,1291,0,"White",1.032,24,66.93,51.3082,65.2302,64.1158,102.1825,107.41,126.3169
10000756,1836,0,"Hispanic",0.1844,58,58.83,55.9694,98.326,109.8571,121.1919,138.1515,153.9291
10000761,1955,0,"Hispanic",-0.789,83,70.7,51.1959,62.7316,78.7163,99.4384,108.0307,120.9728
10000788,1458,1,"Asian",0.1509,22,62.73,40.1268,56.8702,64.211,86.7507,105.3697,133.0352
10000789,2146,1,"Hispanic",-0.583,55,70.07,45.6812,65.7707,68.9783,97.33,134.2314,149.381
10000791,1847,1,"Hispanic",-0.029,55,68.63,45.4966,79.1821,88.6267,106.0643,112.9187,135.1361
10000796,1847,1,"White",-0.431,55,79.7,52.9069,70.2929,92.9016999999999,117.1517,127.6927,146.632
10000804,1395,0,"Hispanic",-0.784,70,67.9,56.0799,73.2487,72.8899,98.5297,133.0702,145.8397
10000806,1100,1,"Hispanic",-0.98,94,62.93,40.7817,49.5284,50.236,53.8019,76.1915,86.1158
10000807,1893,1,"White",0.1926,23,70.37,65.5781,75.6231,110.3822,112.9395,145.8832,154.9984
10000811,2219,0,"Hispanic",-1.37,93,67.27,45.2336,80.4016,98.89,122.4217,127.7319,152.4267
10000812,1082,1,"Hispanic",-0.705,36,67.9,60.1584,68.7562,72.9606,79.7033,110.3901,126.6012
10000816,1438,1,"Black",-0.48,29,62.5,46.4261,62.0458,62.9232,83.1115,97.0314,121.7255
10000819,1858,1,"Hispanic",0.3873,43,67.27,54.2592,70.6964,62.5105,99.1099,118.308,138.8424
10000827,2205,1,"Hispanic",-0.986,100,66.23,68.4015,74.9806,99.1539,107.2672,130.4698,157.6835
10000839,1238,0,"White",0.6585,10,69.1,100.517,109.5353,115.8695,129.29,139.6279,148.8337
10000847,1436,0,"White",0.609,7,69.03,52.3772,60.4575,80.5366,111.3387,145.5633,147.3922
10000849,2091,0,"White",1.146,24,63.33,57.8803,73.9011,84.1625,101.4136,137.0238,143.0946
10000853,1452,0,"Black",-0.011,97,63.5,73.3783,79.8544,98.1084,106.7067,114.9976,131.1301
10000855,1547,0,"Hispanic",-0.268,95,71.4,55.6585,61.2534,70.7759,90.586,121.3491,144.5166
10000857,1570,1,"White",0.7915,96,65.63,51.8668,68.5641,77.0672,97.1152,129.8895,133.8915
10000858,1154,1,"White",0.1532,10,63.1,41.3957,60.8254,63.2652,68.3413,109.4241,112.535
10000863,2219,1,"Hispanic",0.093,93,70.73,38.732,68.2699,51.8696,55.5351,74.2152,84.5027
10000864,1088,0,"Asian",1.606,9,64.63,78.3149,69.7732,112.3174,127.9608,143.7078,157.7611
10000866,1494,1,"White",-0.676,63,64.93,40.1375,58.6303,64.9969,70.7272,95.839,132.4189
10000869,1955,1,"Hispanic",-0.992,83,66.57,53.0987,43.4791,50.3663,62.79,78.6854,103.7675
10000877,2216,1,"Hispanic",-0.425,39,65.4,60.1812,56.5635,62.0305,101.9288,119.7348,148.5917
10000878,1615,0,"White",0.8837,8,63.9,50.6939,69.5044,69.9534,100.4573,130.1055,144.2827
10000882,1751,0,"Black",-0.576,68,71.2,62.8289,94.3021,114.9917,113.6586,133.1691,149.4208
10000883,1247,0,"White",1.564,7,66.4,64.1101,71.6991,96.3283,131.5267,146.9381,155.1708
10000885,1771,1,"Hispanic",-1.02,57,60.83,39.9311,45.5292,52.3657,77.0907,105.5601,113.674
10000888,1950,0,"White",-0.142,31,58.23,63.6896,68.9617,71.149,106.8026,132.2521,149.6896
10000893,1377,1,"White",0.4368,22,73.27,57.6547,77.0672,76.9438,106.3824,134.5163,145.5109
10000894,1868,1,"Hispanic",-0.308,59,66.03,45.9105,62.0509,66.3547,72.1099,107.8519,128.0425
10000896,1892,1,"Hispanic",-1.32,82,56.23,58.2622,69.9956,75.2418,101.6809,124.4102,157.9972
10000910,1258,0,"Asian",-0.101,74,65.53,64.8349,98.8558,117.2196,127.3022,141.3858,149.6102
10000919,2253,1,"White",-1.3,100,65.27,49.845,59.084,59.6099,85.719,105.5018,129.8551
10000920,2006,1,"White",0.8582,100,73.13,110.0702,121.021,132.847,135.72,154.8796,157.6835
10000927,1554,0,"Hispanic",-1.34,89,61.07,43.8085,52.3033,62.7776,70.7811,100.2706,114.6929
10000936,1033,1,"Asian",1.001,20,60.5,44.1337,53.4991,60.8143,82.8676,103.0125,131.4107
10000938,1656,0,"White",0.6366,7,66.4,64.0817,69.7413,88.2267,111.1678,133.2697,146.6228
10000943,2093,1,"Hispanic",-0.978,42,68.73,43.573,54.6191,55.0905,82.5376,106.4508,111.9926
10000951,1899,0,"Hispanic",-0.651,99,69.4,51.2951,66.6142,77.7979,101.1571,127.6062,147.5986
10000956,1695,0,"White",-0.697,21,61.8,53.0218,67.5537,71.9577,89.2064,128.0075,125.0334
10000958,2135,1,"White",0.3352,51,67.53,49.2764,67.7081,68.4455,81.9128,107.61,129.0044
10000962,1256,0,"Hispanic",0.6763,22,59.57,67.7599,85.5203,99.3648,115.7737,110.775,143.0901
10000963,1372,0,"White",0.8472,38,66.8,55.816,62.2491,70.3055,89.8943,112.0601,118.9937
10000965,1711,0,"Hispanic",-1.09,77,68.27,46.3884,66.3886,72.9805,88.2641,119.4618,130.6905
10000966,2201,1,"White",-0.396,62,62.57,49.3149,71.2406,74.6274,105.1526,130.6043,142.6992
10000967,1433,0,"White",-0.501,59,62.5,54.5202,64.8309,68.3344,96.5266,130.3934,150.5133
10000973,2201,1,"Hispanic",-0.969,62,62.87,51.2539,64.6839,81.021,106.2233,128.3564,142.3575
10000975,2186,0,"White",0.6953,24,68.3,68.8977,95.0435,97.6461,117.8542,136.4253,143.4022
10000977,2203,1,"White",-0.859,59,66.97,56.2535,68.2699,74.9281,102.2333,132.8525,132.7024
10000979,1955,0,"Hispanic",-1.17,83,65.87,78.3844,96.1635,96.1118,116.6201,127.3917,149.7353
10000990,1319,0,"Hispanic",0.0232,1,64.33,43.1942,61.0645,63.3034,104.9377,137.3792,155.9506
10000992,1017,1,"Black",1.261,10,66.33,57.1367,77.9591,83.5521,111.1018,134.5163,142.6962
10000998,2297,1,"White",0.184,9,68.53,72.6315,96.7255,102.4828,116.7162,134.412,148.087
10001010,1950,1,"White",1.209,31,68.13,43.132,55.7256,55.4419,60.6475,83.6198,87.9637
10001013,1891,1,"White",0.8534,15,66.17,41.8876,55.0139,60.3742,76.9105,97.3784,109.3317
10001017,1553,1,"White",-0.732,40,60.87,53.7449,73.3263,87.1774,106.8932,127.1438,152.0714
10001038,1407,1,"Hispanic",-0.814,4,63.63,52.4802,42.5508,78.6882,89.9798,110.1232,130.9465
10001039,2177,0,"Asian",-0.099,15,65.1,54.2237,68.0864,69.4582,86.7629,117.3952,145.4501
10001040,1162,0,"Black",0.2818,51,63.37,42.4262,57.8056,63.5711,82.1041,100.5351,105.6185
10001043,2203,1,"White",0.7786,59,72.4,45.505,58.1534,68.4966,84.0345,110.7425,146.425
10001045,1631,0,"Hispanic",-1.27,100,67.03,42.617,59.0457,71.6109,76.7612,123.7628,132.9789
10001048,1521,1,"White",0.5181,2,65.97,52.8902,56.9936,63.1674,98.0746,97.534,112.5371
10001052,2295,1,"Hispanic",-0.279,53,65.53,41.5502,55.0303,54.7304,65.2042,103.0561,120.8382
10001054,2201,1,"White",-0.94,62,64.07,52.2553,59.9515,60.8666,66.5778,111.1792,124.3641
10001057,2019,0,"Hispanic",-1.45,30,68.2,51.8478,67.9543,80.4307,94.8955,116.5181,115.9264
10001065,1022,1,"White",-0.262,10,71.3,55.163,82.9628,95.5686,110.3329,140.7226,153.7272
10001066,1187,0,"White",-0.451,48,67.3,41.4733,54.7132,56.8088,79.5277,101.46,106.2685
10001071,1843,0,"Hispanic",-0.222,77,65.13,59.1795,81.823,101.4639,112.7783,138.2567,144.6728
10001073,1563,1,"White",-0.502,4,76.33,53.4951,59.4564,64.7975,81.5731,110.5703,143.8498
10001077,1879,1,"White",0.4039,40,69.5,43.9032,55.1399,63.6821,74.524,123.8571,140.001
10001079,1726,1,"Hispanic",-0.13,65,61.9,49.9344,63.5029,59.953,67.2677,98.2274,121.0653
10001083,1906,0,"White",-0.866,100,63.97,47.6572,59.544,56.7209,76.6588,93.4633,105.601
10001086,1101,0,"Black",-0.827,1,61.57,41.4408,54.1207,52.6379,66.5373,103.2609,116.0888
10001091,1536,1,"Hispanic",-0.597,78,62.37,59.719,54.7315,76.2332,108.0779,122.9548,153.142
10001095,9995,1,"Hispanic",0.1328,100,65.37,44.7793,61.4035,79.6136,94.7847,111.5742,129.4418
10001096,1361,1,"Hispanic",-0.574,100,59.93,41.6156,58.3907,73.2774,84.9044,99.819,105.3367
10001098,1022,1,"Hispanic",-0.475,10,66.77,42.2135,60.56,60.5632,93.7729,119.5059,122.2321
10001100,1764,1,"White",0.9338,13,63.77,45.5848,61.9137,67.4047,108.9808,137.9192,152.4425
10001101,1937,0,"Hispanic",-0.038,34,72.5,70.9824,79.2993,87.4759,104.7024,119.4954,119.6802
10001102,1291,1,"White",0.0688,24,67.83,52.9157,67.7149,74.5331,100.527,116.3805,130.3331
10001113,1361,0,"Hispanic",-1.05,100,69.03,75.6675,94.3159,107.6799,119.126,126.6344,141.6495
10001129,1737,0,"White",-0.415,19,60.27,42.854,60.7244,65.3994,80.4234,116.0638,130.2163
10001133,1404,1,"Black",-1.03,62,65.53,46.5645,60.8619,60.5274,89.3036,104.7889,139.7544
10001153,1184,0,"Asian",1.423,10,62.47,64.059,98.1615,97.4975,128.35,147.4288,151.7797
10001156,1937,1,"Hispanic",-0.277,34,62.53,40.2194,55.6778,64.4721,82.7271,106.2979,116.5577
10001159,1309,0,"Asian",-0.744,79,80.7,51.9075,57.1969,65.2383,78.6146,115.7329,114.9333
10001163,1377,0,"White",-0.418,22,71.3,52.6961,69.2747,63.8968,87.9657,119.6802,130.2848
